date,year,month,day,nans,range,max,mean,std,svar,kurt,skew,m2,m3,m4,q_25,q_5,q_75,q_9,q_95,q_975,q_99,q_999,urb_mean,sub_mean,diff,diff_perc,E5Stpsmean,E5Stpsmax,E5Stprange,E5Stpstd,E5Stpvar,E5Stpkurt,E5Stpskew,E5Stpm2,E5Stpm3,E5Stpm4,E5Stpq_25,E5Stpq_5,E5Stpq_75,E5Stpq_9,E5Stpq_95,E5Stpq_975,E5Stpq_99,E5Stpq_999,SBCAPE[J/kg],MLCAPE[J/kg],MUCAPE[J/kg],LLS[m/s],MLS[m/s],DLS[m/s],LR58[K/km],MLMR05[kg/kg],d_thetaPE[K],PW[kg/m2],TFP_ZTE[-],DT850[K/km2],GT850[K/km],DPSFC[Pa/km2],GPSFC[Pa/km],E5SWIND10[m/s],E5SE5SDIVWV[g/m2s],E5Smsl[hPa],E5LWIND_500[m/s],E5Lt_500[K],E5Lt_850[K],E5Lt_700[K],E5Lq_500[g/kg],E5Lw_850[Pa/s],E5Lw_700[Pa/s],E5Lw_500[Pa/s],E5Ld_950[10^5/s],E5Ld_300[10^5/s],E5Ld_500[10^5/s],E5Lz_500[km],E5Lz_700[km],E5Lz_850[k]
2003-08-22,2003,8,22,0,15.5,15.5,3.11481,3.81865,14.58208,5.40829,1.63728,14.042,1.63728,2.40829,0.425,1.2,5.475,7.36,11.59,14.695,15.5,15.5,2.85,3.19048,-0.34048,-10.67164,1.38314,4.75275,4.39909,0.71652,0.5134,4.73563,1.18792,0.51153,1.18792,1.73563,0.8514,1.20666,1.72964,2.48676,2.78659,2.99454,3.49309,4.75275,126.99819,30.24424,84.66203,3.92857,5.24315,5.79153,5.74135,0.009,-11.67043,25.26305,0.0042,0.32398,0.00644,-4.69985,0.08422,2.54143,-0.04568,1010.20418,8.04112,256.8485,280.87375,272.10414,1.42682,0.01141,0.02007,0.01607,-0.08871,0.00242,0.02926,5.63708,3.02438,1.44971
2003-08-23,2003,8,23,0,3.9,3.9,0.82593,1.20881,1.46123,3.68565,1.37285,1.40711,1.37285,0.68565,0,0.1,1.65,3.04,3.645,3.8475,3.9,3.9,0.2,1.00476,-0.80476,-80.09479,2.52005,8.14084,7.93594,1.92125,3.69119,2.44654,0.70502,3.67777,0.70502,-0.55346,0.85591,1.82066,4.05076,5.3459,6.13826,6.85364,7.17437,8.14084,172.03753,51.65863,178.23346,4.19122,6.05195,8.63681,5.86818,0.0094,-11.15963,26.69391,0.05275,0.33463,0.00762,-4.69163,0.08487,2.30157,0.02026,1008.36883,9.6517,256.71767,281.26652,271.81885,1.23923,0.00436,0.00807,-0.00481,-0.05731,0.01133,-0.04942,5.62144,3.01209,1.43534
2003-08-24,2003,8,24,0,27.7,27.7,6.71852,7.96536,63.44695,3.71176,1.3836,61.09706,1.3836,0.71176,1.575,3.4,9.575,21.84,23.96,26.93,27.7,27.7,5.23333,7.14286,-1.90952,-26.73333,11.20643,32.30351,29.67368,5.36064,28.73647,6.70218,1.75523,28.63197,1.75523,3.70218,8.29464,10.09936,12.42463,18.68175,23.44824,28.28879,30.91167,32.30351,405.83265,129.58097,454.04715,4.56553,7.52545,12.57466,6.02175,0.00981,-10.34527,25.00991,0.02347,0.04572,0.01052,-3.78787,0.0869,2.56591,-0.08048,1002.51715,12.4748,256.83727,282.05017,271.96491,0.97926,-0.10374,-0.13938,-0.17385,-1.14408,1.16773,0.04144,5.57865,2.9677,1.38878
2003-08-25,2003,8,25,0,47.5,48.5,13.94074,13.98901,195.69251,3.18304,1.21487,188.44464,1.21487,0.18304,4.45,7.5,17.725,39.84,42.465,47.2575,48.5,48.5,4.23333,16.71429,-12.48095,-74.67236,9.0396,28.17612,27.72013,6.10037,37.21448,2.64882,0.65948,37.07916,0.65948,-0.35118,3.69698,7.83314,13.47016,18.44416,20.05157,21.67105,25.25149,28.17612,236.68834,52.10005,239.05793,8.09059,7.83795,9.90304,6.19773,0.00881,-10.59312,23.81407,-0.26653,0.19766,0.01007,-2.9483,0.08551,4.76938,-0.09122,996.35058,12.61158,254.51039,280.31724,270.98889,1.00942,-0.10103,-0.0913,-0.06793,-1.88667,0.65396,0.00892,5.4937,2.89783,1.32698
2003-08-26,2003,8,26,0,25,25,5.55926,6.27708,39.40174,5.42629,1.7331,37.94241,1.7331,2.42629,1.575,4.2,6.175,13.64,21.345,24.2475,25,25,6.31667,5.34286,0.97381,18.22638,5.00344,11.98564,11.47208,2.65275,7.03711,2.19362,0.18148,7.01152,0.18148,-0.80638,2.93358,4.85485,6.98126,9.00735,9.46162,9.8435,10.30728,11.98564,160.3639,40.39194,168.36807,7.26924,7.45434,8.62179,6.19904,0.00868,-10.57909,23.36097,-0.07736,-0.12129,0.00739,-4.66369,0.08471,4.25184,0.00486,998.24128,11.7029,254.31015,280.09262,270.57598,1.06309,-0.04593,-0.04666,-0.02371,-0.66812,0.16897,0.05905,5.50498,2.91255,1.34286
2003-08-27,2003,8,27,0,23.4,23.4,4.94074,4.57142,20.89789,11.24235,2.65374,20.1239,2.65374,8.24235,2.5,4.1,5.55,7.54,14.815,21.6325,23.4,23.4,7.5,4.20952,3.29048,78.16742,5.3876,8.50493,6.08923,1.17715,1.38567,2.37188,0.10604,1.38063,0.10604,-0.62812,4.48585,5.34093,6.2702,7.09004,7.3361,7.50974,7.89022,8.50493,179.51232,51.95349,185.5039,8.20474,10.56749,15.17163,6.15624,0.00806,-9.79407,21.23297,0.04423,0.33673,0.00975,-4.31029,0.08585,4.03395,-0.09916,999.74675,16.83718,253.56203,279.04218,269.27201,1.12365,-0.02833,-0.04532,-0.02493,-0.2378,0.47573,0.19021,5.49421,2.91346,1.35168
2003-08-28,2003,8,28,0,14.1,14.1,4.60741,3.84717,14.80071,3.52062,1.22832,14.25254,1.22832,0.52062,2.15,3.6,5.3,12.14,12.91,13.855,14.1,14.1,4.9,4.52381,0.37619,8.31579,4.11699,12.03159,11.22312,2.23263,4.98462,2.91777,0.60561,4.9665,0.60561,-0.08223,2.29305,3.92415,5.57745,7.18053,7.91024,9.23949,10.05258,12.03159,54.15767,20.54553,27.46697,13.23402,17.06931,24.85053,6.1277,0.00699,-10.27042,18.81668,0.05896,0.402,0.01558,-5.10756,0.08745,6.51347,0.08816,999.97446,29.45639,252.49299,277.79761,268.98537,0.78371,0.05344,0.06906,-0.00793,0.18963,0.10392,-0.2855,5.48307,2.90688,1.34985
2003-08-29,2003,8,29,0,7.5,7.5,0.31111,1.44178,2.07872,24.68936,4.84928,2.00173,4.84928,21.68936,0,0,0,0.32,1.55,6.275,7.5,7.5,1.25,0.04286,1.20714,2816.66667,0.23535,1.09888,1.09888,0.21659,0.04691,3.42872,0.83821,0.04674,0.83821,0.42872,0.02387,0.22409,0.36231,0.52421,0.62667,0.72109,0.86609,1.09888,35.05897,11.64967,8.09453,8.42393,11.89849,20.91426,5.59597,0.00612,-11.50258,16.17058,0.26004,1.09034,0.01163,-5.57827,0.0862,4.65201,-0.02602,1012.59861,22.52845,253.92264,277.03372,269.19956,0.6704,0.09657,0.08775,0.10282,0.88326,-0.57492,0.04678,5.58851,3.00692,1.45302
2003-08-30,2003,8,30,0,28.6,28.6,6.05185,5.44796,29.68028,12.05665,2.71431,28.58102,2.71431,9.05665,2.875,5.1,7.175,9.74,15.765,25.9575,28.6,28.6,5.23333,6.28571,-1.05238,-16.74242,10.32272,22.36783,22.10845,6.09671,37.16988,1.72208,0.08107,37.03472,0.08107,-1.27792,4.79391,10.32061,15.78601,18.49177,19.97849,20.5178,20.70891,22.36783,1.46375,24.44278,14.94418,16.05269,21.31189,22.90888,5.41479,0.00882,-15.30792,30.5159,-0.17059,-0.22841,0.02865,-3.83405,0.08868,5.93736,-0.16706,1004.27932,25.20212,261.07113,284.09071,275.76237,2.08615,-0.16123,-0.23544,-0.22752,-0.9648,0.81185,0.5953,5.66047,3.00793,1.409
2003-08-31,2003,8,31,0,6.1,6.1,1.05185,1.37934,1.90259,7.61565,1.93881,1.83213,1.93881,4.61565,0,1,1.725,2.46,3.55,5.575,6.1,6.1,2.31667,0.69048,1.62619,235.51724,0.81757,2.7208,2.69853,0.48458,0.23482,5.54341,1.20867,0.23396,1.20867,2.54341,0.49016,0.78312,1.08207,1.34192,1.7172,2.11892,2.61995,2.7208,37.36329,11.80977,22.53828,10.81445,15.20306,25.76883,5.53391,0.00826,-11.59985,21.41464,0.15342,0.13875,0.01694,-5.5293,0.08576,5.63427,0.11722,1002.81761,29.29719,257.11955,280.28156,272.47019,0.55282,0.07803,0.10879,0.05866,0.4842,-0.37888,-0.34689,5.57418,2.95903,1.38533
2003-09-01,2003,9,1,0,17,17,4.94444,4.49986,20.24872,3.02087,0.75854,19.49877,0.75854,0.02087,0.45,3.8,7.75,10.8,12.58,16.09,17,17,8.76667,3.85238,4.91429,127.56489,16.7289,34.18202,33.54435,7.71638,59.54252,2.36608,-0.04623,59.326,-0.04623,-0.63392,11.76573,16.55663,22.11709,27.36611,29.20206,31.00983,31.8422,34.18202,41.39635,21.39983,12.57619,5.68484,11.53462,24.44729,5.18039,0.00765,-12.64562,21.94653,-0.00274,0.60975,0.02354,-5.44974,0.09133,2.88502,-0.30357,1007.56246,20.75481,257.54126,279.17047,271.3378,1.54707,-0.09511,-0.18994,-0.26818,-0.50755,1.01133,0.12641,5.5974,2.98584,1.4187
2003-09-02,2003,9,2,0,47.4,48.6,26.42222,13.60352,185.05564,1.95484,-0.24187,178.20173,-0.24187,-1.04516,16.325,26.9,38.125,41.54,46.815,48.2325,48.6,48.6,27.81667,26.02381,1.79286,6.8893,9.46246,18.58937,17.42097,4.72652,22.33997,2.02715,0.08755,22.25874,0.08755,-0.97285,5.8203,9.01736,13.11895,16.36483,17.29659,18.06121,18.43838,18.58937,59.8484,19.36119,23.6388,7.06187,6.93888,17.51604,5.01201,0.007,-12.99686,19.48345,-0.25964,-0.19278,0.01878,-3.81871,0.08796,4.43873,0.09975,1006.5767,13.92475,255.99264,276.80135,270.02148,0.68596,0.01965,0.03836,0.05702,-0.47728,-0.5652,-0.06976,5.55415,2.95622,1.39766
2003-09-03,2003,9,3,0,15.8,15.8,2.1,3.78936,14.35923,7.62633,2.21354,13.82741,2.21354,4.62633,0,0.3,2.025,7.56,10.02,14.61,15.8,15.8,1.1,2.38571,-1.28571,-53.89222,4.15664,19.10963,19.10963,5.56038,30.91785,3.61901,1.38518,30.80542,1.38518,0.61901,0.37268,1.05282,6.48118,14.24027,17.28671,18.2555,18.78789,19.10963,78.13454,26.70234,48.07633,4.16444,6.67582,15.15002,5.93482,0.00631,-11.31514,17.88914,-0.09607,-0.61021,0.02341,-4.95879,0.09094,2.25117,-0.09038,1016.12125,12.53664,251.41081,275.7854,267.38562,0.74234,-0.07795,-0.04481,-0.00312,-0.68203,-0.33726,0.44138,5.58289,3.02045,1.47318
2003-09-04,2003,9,4,0,24.9,24.9,12.27407,7.64469,58.44123,1.98452,-0.28456,56.27674,-0.28456,-1.01548,5.15,13.8,17.975,22.14,23.2,24.55,24.9,24.9,15.43333,11.37143,4.0619,35.72027,10.76043,22.50903,21.6887,5.68444,32.31286,2.12013,0.04606,32.19535,0.04606,-0.87987,6.56836,10.87009,14.92788,18.51447,20.59121,21.32922,21.87431,22.50903,91.57538,31.33711,84.50731,5.85101,7.71572,12.18088,6.35437,0.00678,-11.4017,19.59805,-0.13141,-0.8095,0.01159,-3.62886,0.09282,3.41621,-0.07614,1014.54836,13.1114,250.41809,276.47992,267.24311,0.71327,-0.17012,-0.22735,-0.21275,-1.45733,1.4481,0.15741,5.56462,3.00847,1.4599
2003-09-05,2003,9,5,0,34.2,34.8,10.98889,8.96898,80.44256,3.60133,1.14059,77.46321,1.14059,0.60133,3.65,8.9,14.925,23.6,31.825,34.1875,34.8,34.8,8.06667,11.82381,-3.75714,-31.77608,6.64499,17.24179,16.56294,3.71651,13.81242,3.05619,0.75843,13.76219,0.75843,0.05619,3.76669,5.99109,8.68524,12.28575,14.53942,15.46954,16.52583,17.24179,132.46114,24.18798,108.22967,3.16445,4.68562,9.60372,6.37535,0.00649,-10.73123,17.21991,0.13945,-1.6033,0.01419,-3.39073,0.0896,2.5482,-0.04232,1013.5929,8.96535,248.71322,274.69005,265.57181,0.60527,-0.07107,-0.05938,-0.07263,-0.73372,0.96434,-0.38936,5.51974,2.98108,1.4423
2003-09-06,2003,9,6,0,4.5,4.5,1.66296,1.30948,1.71473,2.3685,0.52923,1.65122,0.52923,-0.6315,0.725,1.2,2.625,3.64,4.245,4.4475,4.5,4.5,0.5,1.99524,-1.49524,-74.94033,1.1066,2.59651,2.18783,0.53479,0.286,3.07784,1.03688,0.28496,1.03688,0.07784,0.6989,0.911,1.38585,2.07076,2.25725,2.37401,2.50991,2.59651,34.6115,12.33477,4.16226,6.1582,9.55612,11.26865,5.26595,0.0059,-11.68186,15.83566,0.0168,0.4284,0.01022,-5.05809,0.08848,3.44017,0.04475,1019.3388,13.73201,252.09934,273.63499,265.77812,0.45453,0.06849,0.1444,0.19646,0.50376,-1.64643,-0.09508,5.57958,3.02261,1.48667
2003-09-07,2003,9,7,0,3,3,0.4963,0.91378,0.83499,4.76131,1.78181,0.80406,1.78181,1.76131,0,0,0.6,2.36,2.745,2.9475,3,3,0.1,0.60952,-0.50952,-83.59375,1.67965,7.56418,7.36009,1.12885,1.27429,7.77135,1.84979,1.26966,1.84979,4.77135,0.92259,1.42678,2.09696,2.95536,4.01822,4.74148,5.87128,7.56418,40.42833,17.08114,3.03605,9.14669,13.67241,17.65401,5.35753,0.0059,-11.32972,15.52141,0.03097,0.16509,0.01051,-4.73257,0.09003,4.70579,-0.03941,1018.66923,21.21555,252.5399,274.50676,266.90536,0.58053,-0.03049,-0.08476,-0.0899,-0.06072,0.23598,0.48619,5.59256,3.0304,1.48904
2003-09-08,2003,9,8,0,25.5,25.6,8.44074,4.45285,19.82789,9.59242,1.83848,19.09353,1.83848,6.59242,6.3,7.6,10.475,11.3,13.7,23.15,25.6,25.6,8.2,8.50952,-0.30952,-3.63738,7.83823,13.30602,12.10059,2.6699,7.12838,2.20437,-0.23954,7.10246,-0.23954,-0.79563,5.66292,8.39115,9.6833,11.09925,11.94939,12.55275,13.06801,13.30602,27.60546,16.12983,0.19676,11.71118,13.29441,19.00386,4.36046,0.00594,-15.6052,19.20291,0.17181,0.43486,0.0098,-3.59122,0.09299,6.04345,-0.05935,1007.54342,21.48936,255.554,273.60629,269.09449,1.03787,-0.12689,-0.09818,-0.06583,-0.6656,0.0504,0.10481,5.52957,2.93358,1.38589
2003-09-09,2003,9,9,0,6,6.1,2.21852,1.32695,1.7608,4.00739,0.70433,1.69558,0.70433,1.00739,1.325,2.2,2.875,3.54,4.57,5.785,6.1,6.1,0.88333,2.6,-1.71667,-66.02564,2.19678,5.16595,4.70081,0.90621,0.82121,4.07903,1.21451,0.81823,1.21451,1.07903,1.62664,1.9497,2.53847,3.58456,4.34142,4.58577,4.74689,5.16595,60.51595,18.75229,0,6.95447,9.59306,19.34828,4.81607,0.00633,-13.02855,16.48471,0.18324,0.46192,0.00908,-4.51256,0.09266,4.27962,0.00439,1010.83056,20.92509,254.64682,274.51031,267.93095,0.63142,-0.01429,0.06243,0.12327,-0.40276,-0.97913,-0.24511,5.54901,2.96235,1.42021
2003-09-10,2003,9,10,0,2.4,2.4,0.23333,0.50915,0.25923,13.47583,3.16614,0.24963,3.16614,10.47583,0,0,0.4,0.5,1.295,2.1725,2.4,2.4,0.16667,0.25238,-0.08571,-33.96226,0.11224,0.44969,0.4457,0.0837,0.00701,3.69388,0.98395,0.00698,0.98395,0.69388,0.04471,0.09515,0.15551,0.2373,0.2789,0.30754,0.35196,0.44969,17.65945,12.02841,0.02897,4.68376,8.84847,8.62912,4.55152,0.0056,-19.38027,13.58223,-0.12316,0.35679,0.01935,-5.01371,0.0903,3.05667,0.11981,1020.08128,10.92612,255.98429,274.9506,272.53274,0.66492,0.06882,0.08578,0.09726,0.56098,-0.26657,0.05629,5.6642,3.05663,1.49491
2003-09-11,2003,9,11,0,0.5,0.5,0.02222,0.0974,0.00949,23.14207,4.6342,0.00914,4.6342,20.14207,0,0,0,0,0.16,0.43,0.5,0.5,0.08333,0.00476,0.07857,1650,0.00092,0.01777,0.01777,0.00241,1e-05,25.87436,4.43151,1e-05,4.43151,22.87436,-0,-0,0.0005,0.00249,0.00519,0.00807,0.0154,0.01777,18.4734,14.00317,0,3.27292,5.03549,6.00625,5.40712,0.00558,-17.96191,12.02496,0.00665,-1.05791,0.01451,-5.16014,0.08874,1.99134,-0.02119,1023.63787,6.59017,255.48036,277.99073,271.74486,0.23483,0.04099,0.06194,0.0454,0.26814,-0.07721,-0.20974,5.70298,3.10504,1.5367
2003-09-12,2003,9,12,0,10.9,10.9,0.40741,2.09705,4.39764,25.03427,4.90224,4.23476,4.90224,22.03427,0,0,0,0,1.72,9.01,10.9,10.9,1.81667,0.00476,1.8119,38050,0.03004,0.84923,0.84923,0.10144,0.01029,33.16013,5.07353,0.01025,5.07353,30.16013,-0,-0,0.0005,0.08602,0.205,0.31493,0.50391,0.84923,32.37027,13.76112,11.51933,1.79754,4.14036,6.29034,5.56853,0.00616,-15.40068,14.63473,9e-05,-0.5592,0.01006,-5.3816,0.08821,1.40095,0.01295,1024.83614,6.23636,254.95911,278.07871,270.73525,0.27852,0.02661,0.04572,0.05107,0.13891,-0.19767,-0.07913,5.71101,3.12051,1.55648
2003-09-13,2003,9,13,0,0.5,0.5,0.02963,0.1103,0.01217,14.65835,3.59824,0.01171,3.59824,11.65835,0,0,0,0,0.33,0.465,0.5,0.5,0.05,0.02381,0.02619,110,0.0384,0.20691,0.20691,0.04819,0.00232,4.22107,1.37108,0.00231,1.37108,1.22107,0.001,0.01578,0.068,0.11425,0.13982,0.15734,0.20143,0.20691,25.47108,18.60647,8e-05,4.14789,5.77747,9.298,5.38646,0.00649,-14.18034,16.58231,0.03921,-0.80309,0.01191,-5.20161,0.08691,2.17465,-0.03548,1025.95572,10.04661,254.5232,276.83229,269.95685,0.81033,-0.0038,-0.02191,-0.02353,-0.06508,0.24077,-0.1611,5.70921,3.12227,1.56467
2003-09-14,2003,9,14,0,16.4,16.4,1.05926,3.15963,9.98328,22.21165,4.47715,9.61353,4.47715,19.21165,0,0.1,0.85,2,5.18,14.09,16.4,16.4,3.3,0.41905,2.88095,687.5,1.05739,5.06897,4.9406,0.84624,0.71612,7.39545,1.94233,0.71352,1.94233,4.39545,0.45297,0.78579,1.33923,2.10829,2.82945,3.58996,4.29139,5.06897,120.63592,35.62204,91.46264,3.38962,4.01391,10.42015,5.54088,0.00714,-12.17029,19.79336,0.03547,-0.38231,0.00685,-5.266,0.08721,1.88517,0.0348,1027.61826,9.58677,254.22348,277.08485,267.71525,0.71474,0.03038,0.07368,0.13852,0.14084,-0.5134,0.04333,5.70479,3.12583,1.57456
2003-09-15,2003,9,15,0,0.2,0.2,0.01111,0.04237,0.00179,16.56122,3.81802,0.00173,3.81802,13.56122,0,0,0,0,0.115,0.1825,0.2,0.2,0.03333,0.00476,0.02857,600,0.03478,0.46048,0.46048,0.0525,0.00276,24.501,3.76545,0.00275,3.76545,21.501,0.00149,0.01661,0.04907,0.08237,0.12874,0.16766,0.23502,0.46048,28.35876,18.34376,0.03505,7.37618,5.86101,7.37945,4.95407,0.00702,-15.77664,16.8378,0.12674,-0.28754,0.01356,-5.77318,0.08696,3.70068,-0.01272,1024.34077,6.98066,258.63559,279.39943,272.48196,0.72259,0.04796,0.05316,0.03069,0.68209,0.26519,-0.23922,5.74862,3.12486,1.55499
2003-09-16,2003,9,16,0,31.2,31.2,1.15556,6.00444,36.05333,25.03846,4.9029,34.71802,4.9029,22.03846,0,0,0,0,4.68,25.74,31.2,31.2,5.2,0,5.2,NaN,0.07431,0.74046,0.74046,0.16714,0.02794,9.77074,2.76347,0.02784,2.76347,6.77074,-0,-0,0.05459,0.21073,0.60072,0.68126,0.71148,0.74046,4.11313,17.95898,1.74618,9.74008,10.64,13.43363,6.15295,0.00745,-14.41659,20.99462,-0.20923,-3.2364,0.03559,-4.90808,0.08524,4.8784,-0.00479,1015.36252,16.36104,255.77645,281.5349,272.92275,1.54239,-0.00121,-0.0237,-0.04241,0.34817,0.37735,-0.02986,5.67612,3.07002,1.48706
2003-09-17,2003,9,17,0,26.4,26.4,1.7,5.00784,25.07846,23.64432,4.68292,24.14963,4.68292,20.64432,0,0.4,1.725,2.1,6.17,22.235,26.4,26.4,5.2,0.7,4.5,642.85714,2.07269,6.9099,6.45756,1.24952,1.56131,5.18697,1.43122,1.55563,1.43122,2.18697,1.15154,1.71921,2.71208,3.7023,4.42586,5.6393,6.48803,6.9099,82.79915,20.71398,54.20381,4.84566,7.949,11.63926,6.0752,0.00764,-11.46157,21.7684,-0.40328,-0.74215,0.01378,-4.64701,0.08604,2.83544,0.05044,1011.5172,13.14353,253.31374,278.46205,269.53877,0.99404,-0.02098,-0.05712,-0.00261,-0.12512,-0.20115,0.31381,5.58949,3.00875,1.44759
2003-09-18,2003,9,18,0,12,12,0.62222,2.28849,5.23718,24.40711,4.80342,5.04321,4.80342,21.40711,0,0,0.475,0.68,2.395,10.0225,12,12,2.18333,0.17619,2.00714,1139.18919,0.14995,3.47861,3.47861,0.38628,0.14921,35.50984,5.20625,0.14867,5.20625,32.50984,0.0005,0.02856,0.12836,0.2911,0.70272,1.34382,1.95556,3.47861,23.42423,13.7737,0.82907,2.86884,4.73953,9.02056,5.29274,0.00573,-13.06016,13.4529,0.18463,-0.0104,0.0155,-5.79744,0.08817,2.46702,0.07142,1018.67587,9.63481,254.21946,276.03823,267.99497,0.38482,0.07173,0.09048,0.08385,0.63851,-0.67469,0.04243,5.62055,3.04266,1.49459
2003-09-19,2003,9,19,0,0.9,0.9,0.03333,0.17321,0.03,25.03846,4.9029,0.02889,4.9029,22.03846,0,0,0,0,0.135,0.7425,0.9,0.9,0.15,0,0.15,NaN,0.02563,0.52641,0.52641,0.08546,0.0073,17.98795,3.80993,0.00728,3.80993,14.98795,-0,-0,-0,0.04201,0.22356,0.2906,0.47053,0.52641,9.02871,23.68405,0.1363,10.02977,10.90147,15.3525,5.57249,0.006,-16.51458,18.40099,-0.15447,-0.42545,0.01813,-6.1167,0.08719,4.74387,-0.03595,1018.5395,15.03136,257.68773,281.1015,273.13354,1.41858,0.05114,0.01747,0.01991,0.8939,-0.18878,-0.06076,5.71209,3.0883,1.50914
2003-09-20,2003,9,20,0,6,6,1.69259,1.36999,1.87687,4.87906,1.19613,1.80735,1.19613,1.87906,0.575,1.7,2.225,3.62,4.215,5.6325,6,6,1.55,1.73333,-0.18333,-10.57692,2.77618,4.73884,3.97447,0.71874,0.51659,3.64351,-0.30481,0.51471,-0.30481,0.64351,2.46299,2.84858,3.23571,3.57194,3.89077,4.24317,4.6473,4.73884,12.22595,21.29333,2.09246,12.44131,16.24079,25.5642,5.3391,0.00605,-13.62963,16.15143,-0.12143,0.41007,0.02281,-4.86328,0.08776,6.03154,0.14139,1012.75179,28.89442,255.11969,277.26981,269.44481,0.88843,0.05752,0.05101,0.00194,0.31831,-0.30682,0.30532,5.59314,3.00409,1.44785
2003-09-21,2003,9,21,0,0.1,0.1,0.0037,0.01925,0.00037,25.03846,4.9029,0.00036,4.9029,22.03846,0,0,0,0,0.015,0.0825,0.1,0.1,0,0.00476,-0.00476,-100,-0,-0,0,0,0,NaN,NaN,0,NaN,NaN,-0,-0,-0,-0,-0,-0,-0,-0,11.9513,13.6051,0,7.09051,11.958,24.0392,4.59276,0.00381,-15.09213,8.42472,0.03725,-0.22801,0.00786,-5.80722,0.0881,3.80366,-0.02094,1025.11042,23.95254,254.4341,273.26742,266.35729,0.8985,0.08832,0.07502,0.09529,0.67378,-0.39066,-0.1374,5.629,3.06166,1.52557
2003-09-22,2003,9,22,0,15.5,15.5,2.47037,3.80312,14.4637,5.995,1.7247,13.92801,1.7247,2.995,0,0,4.775,7.22,8.615,14.0825,15.5,15.5,5.81667,1.51429,4.30238,284.1195,0.28507,3.01797,3.01797,0.54157,0.2933,9.91226,2.60971,0.29223,2.60971,6.91226,-0,0.03819,0.27591,1.02907,1.52443,2.0598,2.4867,3.01797,5.22123,35.13464,31.78993,8.34166,7.61159,11.52856,5.84447,0.00497,-18.26373,17.60966,0.04021,-0.23126,0.01356,-5.22685,0.08864,4.271,-0.08595,1020.20708,8.85754,256.38999,280.84335,272.14936,0.74169,0.02526,0.05001,0.09269,0.08916,-0.36605,0.05648,5.69959,3.08983,1.51293
2003-09-24,2003,9,24,0,2.4,2.4,0.12222,0.47095,0.22179,21.88116,4.44617,0.21358,4.44617,18.88116,0,0,0,0.32,0.785,2.0675,2.4,2.4,0.4,0.04286,0.35714,833.33333,0.90463,7.75099,7.75099,1.3391,1.79318,7.35894,2.06294,1.78666,2.06294,4.35894,0.03176,0.32631,1.17076,3.05649,3.96633,4.51229,5.51812,7.75099,24.86287,54.75854,85.43568,8.1668,15.75415,20.52193,6.33426,0.0081,-15.18683,21.25741,-0.20732,-2.27671,0.0241,-3.89613,0.08743,4.3265,-0.01967,1017.24564,22.13452,257.44504,284.15293,274.59848,0.40722,-0.09518,-0.04255,-0.01197,-1.40877,0.20342,-0.07647,5.73275,3.10788,1.51517
2003-09-25,2003,9,25,0,11.4,11.4,2.67407,2.70975,7.34276,4.93684,1.26431,7.07081,1.26431,1.93684,0.175,2.1,3.875,5.5,7.405,10.5775,11.4,11.4,3.46667,2.44762,1.01905,41.63424,3.06516,10.9674,10.96591,3.33752,11.13903,2.51869,0.92642,11.09853,0.92642,-0.48131,0.22509,1.71274,5.3724,9.07964,9.93737,10.20214,10.70266,10.9674,3.98579,16.94255,4.46324,3.13962,11.55964,21.31249,5.19852,0.00589,-16.57202,17.85859,-0.5093,1.53513,0.02677,-6.09389,0.09012,2.39825,0.06682,1027.21289,19.22975,253.94616,275.44757,269.22209,0.90362,0.03147,-0.0382,-0.09859,0.3511,0.4482,-0.00403,5.69145,3.10649,1.55398
2003-09-26,2003,9,26,0,4.6,4.6,0.78889,1.48928,2.21795,4.29427,1.68488,2.1358,1.68488,1.29427,0,0,0.525,3.46,4.6,4.6,4.6,4.6,0.06667,0.99524,-0.92857,-93.30144,0.1597,1.13767,1.13767,0.33013,0.10899,4.72392,1.84712,0.10859,1.84712,1.72392,-0,-0,0.03807,0.8743,0.99428,1.02432,1.0688,1.13767,9.21715,13.07337,0,2.18014,4.40081,5.81165,4.95313,0.00493,-19.1135,10.87715,0.67044,1.91639,0.01678,-6.64407,0.0898,1.69476,0.02137,1031.16058,5.29799,254.58933,275.10399,270.14034,0.34819,0.06399,0.06841,0.10579,0.53667,-0.90726,0.05162,5.72694,3.13357,1.58224
2003-09-28,2003,9,28,0,0.1,0.1,0.0037,0.01925,0.00037,25.03846,4.9029,0.00036,4.9029,22.03846,0,0,0,0,0.015,0.0825,0.1,0.1,0.01667,0,0.01667,NaN,0.50653,1.53539,1.53539,0.34659,0.12013,2.65666,0.60931,0.11969,0.60931,-0.34334,0.23759,0.44587,0.75308,1.01246,1.11837,1.32221,1.39938,1.53539,23.87072,30.76275,10.68437,7.91022,9.91847,10.90745,6.50401,0.0061,-11.92479,17.47035,0.00341,0.05542,0.01002,-5.08427,0.08849,3.16141,-0.03763,1018.61957,11.97112,252.53508,279.36853,268.39012,0.71005,-0.03545,-0.05966,-0.03425,-0.22213,-0.13891,0.31657,5.63876,3.06842,1.50997
