date,year,month,day,nans,range,max,mean,std,svar,kurt,skew,m2,m3,m4,q_25,q_5,q_75,q_9,q_95,q_975,q_99,q_999,urb_mean,sub_mean,diff,diff_perc,E5Stpsmean,E5Stpsmax,E5Stprange,E5Stpstd,E5Stpvar,E5Stpkurt,E5Stpskew,E5Stpm2,E5Stpm3,E5Stpm4,E5Stpq_25,E5Stpq_5,E5Stpq_75,E5Stpq_9,E5Stpq_95,E5Stpq_975,E5Stpq_99,E5Stpq_999,SBCAPE[J/kg],MLCAPE[J/kg],MUCAPE[J/kg],LLS[m/s],MLS[m/s],DLS[m/s],LR58[K/km],MLMR05[kg/kg],d_thetaPE[K],PW[kg/m2],TFP_ZTE[-],DT850[K/km2],GT850[K/km],DPSFC[Pa/km2],GPSFC[Pa/km],E5SWIND10[m/s],E5SE5SDIVWV[g/m2s],E5Smsl[hPa],E5LWIND_500[m/s],E5Lt_500[K],E5Lt_850[K],E5Lt_700[K],E5Lq_500[g/kg],E5Lw_850[Pa/s],E5Lw_700[Pa/s],E5Lw_500[Pa/s],E5Ld_950[10^5/s],E5Ld_300[10^5/s],E5Ld_500[10^5/s],E5Lz_500[km],E5Lz_700[km],E5Lz_850[k]
1989-05-01,1989,5,1,0,0.4,0.4,0.01481,0.07698,0.00593,25.03846,4.9029,0.00571,4.9029,22.03846,0,0,0,0,0.06,0.33,0.4,0.4,0,0.01905,-0.01905,-100,0.46834,3.49099,3.49099,0.7489,0.56085,5.48659,1.72846,0.55881,1.72846,2.48659,0,0,0.78732,1.59571,2.02374,2.54204,3.16518,3.49099,22.05639,22.29509,13.7873,3.6802,8.80557,14.61718,6.32317,0.006,-12.36058,15.66438,-0.10072,-2.05615,0.01776,-3.90345,0.09022,3.21968,-0.06708,1015.9671,14.11905,254.56996,280.91665,271.92608,0.63209,-0.1012,-0.06646,-0.07441,-1.28371,0.84708,-0.21159,5.66631,3.06995,1.49678
1989-05-02,1989,5,2,0,4.9,4.9,0.68519,1.35127,1.82593,5.65523,1.96486,1.7583,1.96486,2.65523,0,0,0.775,3.22,3.88,4.69,4.9,4.9,0.01667,0.87619,-0.85952,-98.09783,3.32084,12.79746,12.30531,2.59713,6.74508,4.83071,1.52152,6.72055,1.52152,1.83071,1.50321,2.44186,4.03799,7.2509,9.21275,10.69892,11.9048,12.79746,13.85385,33.60687,28.81019,5.56493,7.50391,13.24019,6.51788,0.00571,-12.77805,18.17801,-0.26254,-3.41922,0.02872,-4.07157,0.09463,4.23007,-0.03953,1015.10174,9.17895,252.67529,279.66046,269.69611,0.9732,-0.11413,-0.15533,-0.19135,-0.79981,1.09787,-0.04874,5.61616,3.0375,1.47336
1989-05-03,1989,5,3,0,21.8,21.8,4.30741,4.67456,21.85148,8.80583,2.29943,21.04217,2.29943,5.80583,1.575,3.2,5,8,15.34,20.47,21.8,21.8,3.75,4.46667,-0.71667,-16.04478,6.5916,22.42241,21.64331,3.5887,12.87876,5.23921,1.11682,12.83193,1.11682,2.23921,3.89603,6.20022,8.33848,10.89466,12.97877,15.53468,17.26983,22.42241,85.31683,52.97187,109.63642,4.04425,5.80319,9.23352,6.46726,0.00636,-11.86778,19.11908,-0.03437,-1.79333,0.02165,-3.12586,0.09137,3.12966,-0.02919,1011.40676,6.6309,250.33513,276.89169,267.60648,0.67237,-0.07146,-0.09326,-0.08508,-0.91296,0.50321,0.19399,5.54298,2.98579,1.43421
1989-05-04,1989,5,4,0,5.7,5.7,0.55185,1.5582,2.42798,8.09123,2.60927,2.33805,2.60927,5.09123,0,0,0,3.04,5.105,5.5775,5.7,5.7,0.01667,0.70476,-0.6881,-97.63514,1.35658,8.6465,8.6152,1.93626,3.7491,4.44371,1.60344,3.73547,1.60344,1.44371,0.13247,0.31605,1.79068,4.78217,5.75987,6.29075,7.30522,8.6465,8.03544,20.89796,8.12279,3.44952,3.52533,5.11244,6.1382,0.00583,-12.62249,18.4493,-0.08507,-0.60126,0.01647,-4.31101,0.08983,3.13918,0.00243,1012.53341,4.15339,250.7841,275.99636,267.36424,0.57976,-0.01823,0.00713,0.03115,-0.25295,-0.59028,-0.00523,5.54607,2.9853,1.43596
1989-05-05,1989,5,5,0,9,9,1.55556,2.33787,5.46564,5.54808,1.75276,5.26321,1.75276,2.54808,0,0.3,2.625,4.26,7.3,8.65,9,9,1.4,1.6,-0.2,-12.5,1.38894,7.11407,7.01196,1.29989,1.68972,5.98884,1.71027,1.68358,1.71027,2.98884,0.51928,0.84161,1.87171,3.54553,4.03362,4.38217,6.17273,7.11407,24.52772,14.56522,6.02049,2.25193,3.94861,6.51247,6.23755,0.00586,-10.80591,17.29966,0.00446,0.29599,0.01335,-4.63414,0.08827,1.80218,0.02493,1008.9362,5.15601,249.34842,274.82998,266.05866,0.61954,0.00242,0.01053,-0.00686,0.22766,-0.08115,-0.07807,5.49325,2.9466,1.40529
1989-05-06,1989,5,6,0,18.9,18.9,1.54815,4.49824,20.23413,12.04735,3.27012,19.48472,3.27012,9.04735,0,0,0.65,1.66,15.585,18.2175,18.9,18.9,0.11667,1.95714,-1.84048,-94.03893,1.38328,6.27467,6.21073,1.28213,1.64386,4.512,1.38289,1.63788,1.38289,1.512,0.44213,0.93442,2.0377,3.23811,3.87573,4.7997,5.4413,6.27467,73.57845,24.50012,69.38521,2.0281,3.79176,7.86038,6.56449,0.0057,-9.26528,15.30438,0.0125,0.18083,0.01071,-4.70174,0.0867,1.59247,0.0295,1002.8343,7.07812,248.61378,275.37749,265.80752,0.49884,0.0304,0.06464,0.07456,0.17042,-0.47525,-0.02605,5.44311,2.90505,1.36321
1989-05-07,1989,5,7,0,3.6,3.6,0.25185,0.73609,0.54182,17.29679,3.79579,0.52176,3.79579,14.29679,0,0,0,0.8,1.645,3.1975,3.6,3.6,0.2,0.26667,-0.06667,-25,0.67413,4.32209,4.21777,0.76716,0.58853,8.04191,2.32193,0.58639,2.32193,5.04191,0.25177,0.35764,0.70966,1.71618,2.66603,3.01423,3.38496,4.32209,89.75003,23.14699,50.14114,1.59211,5.09123,9.05194,6.26034,0.00553,-8.92074,15.07647,-0.08918,-0.27873,0.0142,-5.10212,0.08805,1.77551,0.02468,1007.0187,7.30384,250.55618,276.15976,266.00956,0.40197,0.00813,0.07105,0.12277,0.05329,-1.20887,0.21679,5.49553,2.9464,1.40287
1989-05-09,1989,5,9,0,6.5,6.5,0.66296,1.80046,3.24165,7.8166,2.55306,3.12159,2.55306,4.8166,0,0,0,3.7,5.905,6.3775,6.5,6.5,0,0.85238,-0.85238,-100,2.79849,12.3865,12.3865,3.36741,11.33946,2.76958,0.95043,11.29823,0.95043,-0.23042,0,0.77855,5.03604,7.94417,9.65197,10.63103,11.68536,12.3865,44.28048,18.48822,29.86146,2.82874,5.5318,9.57362,6.50464,0.00546,-9.69507,15.77807,-0.20965,-0.7594,0.01185,-5.0104,0.08733,1.82372,-0.03266,1007.70799,8.78316,250.40379,277.08044,267.18765,0.59573,-0.06135,-0.07485,0.0081,-0.46081,-0.51077,0.35808,5.51666,2.96072,1.41271
1989-05-10,1989,5,10,0,0.6,0.6,0.07037,0.15888,0.02524,6.61913,2.19933,0.02431,2.19933,3.61913,0,0,0,0.38,0.43,0.565,0.6,0.6,0.08333,0.06667,0.01667,25,0.83638,5.59612,5.59612,1.13099,1.27914,5.11099,1.62501,1.27449,1.62501,2.11099,0.08385,0.21029,1.50393,2.61044,3.2268,3.60803,4.84353,5.59612,125.28589,28.43373,111.5799,2.27833,3.99391,5.96638,6.62966,0.00579,-9.2229,16.2367,-0.07546,-1.41554,0.01188,-4.85306,0.08683,1.42689,0.01935,1009.45615,4.8029,250.60323,277.82449,267.63786,0.5883,-0.00229,0.02189,0.03397,-0.03371,0.09146,0.07378,5.54062,2.98268,1.43195
1989-05-11,1989,5,11,0,4.2,4.2,0.24074,0.9065,0.82174,15.60331,3.70672,0.7913,3.70672,12.60331,0,0,0,0,2.585,3.8675,4.2,4.2,0.38333,0.2,0.18333,91.66667,0.43002,12.19712,12.19712,1.11589,1.24522,64.50231,7.17177,1.24069,7.17177,61.50231,0.09455,0.14071,0.30222,0.89216,1.38636,2.74222,5.93921,12.19712,73.43335,17.06491,64.26233,3.83592,4.24366,6.84765,6.46634,0.0061,-9.32412,16.58779,0.01559,-0.47954,0.00715,-5.01554,0.08612,2.80159,-0.00096,1008.82943,7.32028,252.16601,278.85417,268.66264,0.57154,0.0099,0.04668,0.0989,0.08979,-0.63012,0.24557,5.56239,2.98933,1.43227
1989-05-12,1989,5,12,0,41.7,41.7,3.31852,8.39056,70.40157,17.59896,3.80146,67.7941,3.80146,14.59896,0,0,2.325,9.28,17.475,36.7125,41.7,41.7,10.91667,1.14762,9.76905,851.24481,2.32857,8.67504,8.67504,2.47271,6.11429,3.00271,1.03226,6.09206,1.03226,0.00271,0.23266,1.56551,3.79362,6.39525,7.93371,8.32125,8.5561,8.67504,69.32777,34.48392,80.46641,2.49656,3.7566,5.80372,6.39466,0.00726,-10.58618,20.25389,-0.09847,-0.91379,0.00907,-4.03383,0.08737,1.64313,-0.02552,1009.55958,5.1656,252.44936,278.88981,268.99497,0.63492,-0.05075,-0.02077,-0.00599,-0.62916,0.03386,-0.11875,5.57318,2.99582,1.43564
1989-05-13,1989,5,13,0,6.4,6.4,0.5963,1.54981,2.40191,9.60265,2.78044,2.31295,2.78044,6.60265,0,0,0.3,2.84,4.615,6.0325,6.4,6.4,0.06667,0.74762,-0.68095,-91.0828,1.19771,6.38983,6.36947,1.27607,1.62835,5.2195,1.6355,1.62242,1.6355,2.2195,0.31574,0.66085,1.70916,3.00525,4.14297,4.7157,5.25579,6.38983,247.95139,71.08007,267.74334,1.94024,3.60784,5.94439,6.36782,0.00748,-11.30912,19.09065,0.01061,-0.30814,0.00854,-4.57583,0.08587,1.63588,0.05058,1012.41193,6.48603,252.57756,278.96784,270.34017,0.50223,0.02074,0.04206,0.05983,0.21738,-0.49366,0.02322,5.60875,3.0263,1.46134
1989-05-14,1989,5,14,0,10.5,10.5,1.35556,2.79097,7.78949,7.08593,2.32945,7.50099,2.32945,4.08593,0,0,1.05,6.64,8.545,10.0975,10.5,10.5,0.06667,1.72381,-1.65714,-96.1326,1.02288,7.7581,7.75766,1.50671,2.27017,7.25102,2.19615,2.26192,2.19615,4.25102,0.14751,0.37014,1.14463,3.20714,4.94406,5.62511,6.39472,7.7581,145.59541,33.24976,172.08703,2.47309,4.51719,6.48156,6.23972,0.00742,-10.87918,20.47403,-0.01542,0.24479,0.00959,-5.12114,0.08584,1.9391,-0.05787,1014.03523,6.2506,254.54422,280.54628,271.45457,0.66189,0.01146,0.01682,0.05308,-0.0122,0.00934,-0.13363,5.65586,3.05905,1.48591
1989-05-15,1989,5,15,0,8.6,8.6,1.31852,2.02219,4.08926,7.38812,2.09433,3.93781,2.09433,4.38812,0,0.4,1.375,4.1,5.285,7.9175,8.6,8.6,1.05,1.39524,-0.34524,-24.74403,1.96843,8.88854,8.87582,1.77078,3.13567,4.36979,1.25068,3.12427,1.25068,1.36979,0.62894,1.54461,2.77358,4.92863,5.59822,6.19021,7.78941,8.88854,65.9286,21.40726,65.98404,5.09248,7.18364,16.30273,6.40456,0.00644,-9.92928,16.66602,0.03909,0.30969,0.01786,-5.44744,0.08695,3.74903,0.15003,1017.72163,15.30475,251.45503,277.81606,268.45491,0.44971,0.0348,0.01598,-0.01444,0.47619,-0.20805,-0.11918,5.61934,3.05346,1.49824
1989-05-16,1989,5,16,0,2.5,2.5,0.60741,0.85166,0.72533,3.31741,1.30519,0.69846,1.30519,0.31741,0,0.3,0.975,2.38,2.415,2.4825,2.5,2.5,0.46667,0.64762,-0.18095,-27.94118,1.20891,6.05188,6.05188,1.44498,2.08797,3.76825,1.32071,2.08037,1.32071,0.76825,0.14757,0.5228,2.0788,3.50902,4.39117,4.92115,5.32272,6.05188,64.89125,21.61677,47.2779,8.93576,12.46219,23.62299,6.58769,0.00501,-9.31622,12.85217,0.05878,0.3851,0.0082,-5.02948,0.08713,4.92924,0.01464,1019.80447,24.99113,247.9816,274.77555,265.75607,0.35711,0.02507,0.05324,0.10149,0.4042,-0.26159,-0.02481,5.57254,3.03876,1.5017
1989-05-17,1989,5,17,0,12.4,12.4,1.25556,3.04218,9.25487,9.02002,2.62524,8.9121,2.62524,6.02002,0,0,0,4.74,9.51,11.805,12.4,12.4,0.25,1.54286,-1.29286,-83.7963,3.13267,17.57531,17.57531,4.91676,24.17457,3.84814,1.44943,24.08666,1.44943,0.84814,0,0,5.55284,11.58771,14.90547,16.18294,16.9604,17.57531,18.50841,15.15121,10.82406,10.08173,14.12722,17.01193,5.80198,0.0062,-12.01546,17.08497,-0.13524,-0.32697,0.01442,-4.50288,0.08668,4.53989,-0.0861,1013.91224,19.65908,254.61748,278.72137,270.7075,0.67503,-0.13928,-0.16571,-0.17804,-0.8712,0.88443,0.08697,5.62918,3.03674,1.47145
1989-05-18,1989,5,18,0,0.6,0.6,0.03704,0.13629,0.01858,13.64114,3.48279,0.01789,3.48279,10.64114,0,0,0,0,0.43,0.565,0.6,0.6,0,0.04762,-0.04762,-100,0.20773,2.32294,2.32294,0.41273,0.17035,12.16383,3.02293,0.16973,3.02293,9.16383,0.00144,0.04491,0.19439,0.57556,1.25464,1.64343,2.0512,2.32294,31.42154,15.03685,4.02358,6.6305,6.26171,11.77496,5.6703,0.00555,-11.32431,14.56271,-0.31968,-0.76869,0.01296,-5.01993,0.08697,4.03959,0.13915,1016.77392,12.75318,254.4425,277.95222,269.9867,0.35502,0.02324,0.06665,0.08552,0.08547,-0.79035,0.18719,5.64289,3.04817,1.49294
1989-05-20,1989,5,20,0,6.1,6.1,0.22963,1.17336,1.37678,25.02506,4.90079,1.32579,4.90079,22.02506,0,0,0,0,1,5.05,6.1,6.1,1.03333,0,1.03333,NaN,0.99377,3.81622,3.81622,0.8787,0.77211,3.75978,1.09044,0.76931,1.09044,0.75978,0.28355,0.76882,1.45605,2.20004,2.80287,3.45265,3.6486,3.81622,61.44126,13.79559,52.46453,5.24941,11.40929,15.4319,6.40939,0.00565,-9.50234,18.50842,-0.21088,-1.18652,0.01694,-4.46905,0.08517,3.01014,-0.02818,1018.36539,17.36228,252.23879,278.71098,269.09596,0.8942,-0.05988,-0.04662,-0.00583,-0.53325,0.14897,0.18523,5.64517,3.07216,1.51223
1989-05-21,1989,5,21,0,11.5,11.9,3.68519,2.57035,6.6067,4.78171,1.14158,6.362,1.14158,1.78171,1.625,3.1,5.675,6.2,7.48,10.99,11.9,11.9,5.78333,3.08571,2.69762,87.42284,3.50244,10.82265,10.37585,2.64033,6.97136,3.08846,1.09689,6.94601,1.09689,0.08846,1.50738,2.44595,4.98839,8.12282,8.84062,9.9728,10.45873,10.82265,85.58077,18.77266,51.31763,4.58051,8.16714,19.34673,6.84495,0.0051,-7.87767,13.87145,0.1027,1.21152,0.01931,-4.89686,0.08792,3.52484,0.08684,1013.39751,18.1893,245.84012,273.47724,263.5031,0.45454,0.00478,-0.01602,-0.04598,0.011,0.36349,-0.0638,5.48387,2.97023,1.44111
1989-05-22,1989,5,22,0,3.9,3.9,0.47037,0.78633,0.61832,14.65666,3.30251,0.59542,3.30251,11.65666,0,0.3,0.475,1.16,1.86,3.48,3.9,3.9,0.08333,0.58095,-0.49762,-85.65574,1.15797,3.28955,2.81266,0.4125,0.17016,7.30513,1.59816,0.16954,1.59816,4.30513,0.86069,1.1123,1.35312,1.57215,1.92893,2.36827,2.67942,3.28955,17.36252,10.83544,2.0244,6.75071,4.79658,8.32449,6.44613,0.00373,-10.47319,10.3034,0.04005,0.26435,0.01583,-4.96711,0.09233,4.99634,0.07616,1019.65395,11.11204,242.90162,268.63807,261.1786,0.2993,0.04154,0.06502,0.0678,0.12684,-0.36309,-0.09088,5.46109,2.97236,1.46572
1989-05-24,1989,5,24,0,0.1,0.1,0.00741,0.02669,0.00071,11.58,3.25269,0.00069,3.25269,8.58,0,0,0,0,0.1,0.1,0.1,0.1,0,0.00952,-0.00952,-100,0.20602,0.7134,0.70521,0.15561,0.02421,3.19637,1.04314,0.02413,1.04314,0.19637,0.08698,0.16018,0.28673,0.45919,0.51212,0.57054,0.63563,0.7134,30.84743,12.4272,1.74441,5.99603,14.4264,19.4378,5.32596,0.00517,-12.32781,15.42775,-0.03579,-0.25782,0.01482,-5.1009,0.08818,3.14417,0.02908,1024.7429,20.52462,253.03128,274.96633,267.83487,0.70668,0.03804,0.0915,0.12772,0.2229,-0.53273,-0.11571,5.6615,3.08547,1.54122
1989-05-25,1989,5,25,0,10.6,10.6,0.39259,2.03997,4.16148,25.03846,4.9029,4.00735,4.9029,22.03846,0,0,0,0,1.59,8.745,10.6,10.6,1.76667,0,1.76667,NaN,0.04093,0.32235,0.32235,0.06635,0.0044,5.7499,1.83627,0.00439,1.83627,2.7499,0,0.00288,0.06438,0.14525,0.18681,0.23244,0.26878,0.32235,53.013,13.01995,27.66838,3.77894,12.34028,14.99126,5.86871,0.00534,-11.03633,17.41233,0.00013,0.35208,0.01401,-5.43108,0.08788,1.48637,-0.01064,1028.89103,14.02204,253.1222,277.34983,268.52353,0.62752,0.04772,0.09982,0.04604,0.07856,-0.12101,-0.0399,5.71983,3.14564,1.58946
1989-05-26,1989,5,26,0,2.8,2.8,0.56296,0.85221,0.72627,3.48379,1.3436,0.69937,1.3436,0.48379,0,0,1.1,2.1,2.375,2.7125,2.8,2.8,1.18333,0.38571,0.79762,206.79012,0.62046,3.70073,3.70073,0.71558,0.51206,5.89392,1.71298,0.5102,1.71298,2.89392,0.10614,0.32799,0.90472,1.59748,2.10325,2.54958,3.29461,3.70073,320.48131,76.52508,361.37855,2.81065,6.68049,5.97141,6.63228,0.007,-9.18607,20.41789,-0.01445,-0.79932,0.01213,-4.9773,0.08618,2.01236,0.00344,1026.98313,5.26197,253.58611,281.12235,269.92254,0.59791,-0.0264,0.00366,0.01584,-0.4013,0.01746,-0.12392,5.75036,3.16476,1.59599
1989-05-27,1989,5,27,0,14.4,14.4,2.31481,3.68403,13.57208,5.62978,1.81415,13.06941,1.81415,2.62978,0,0.3,3.175,8.3,9.555,13.4025,14.4,14.4,0.96667,2.7,-1.73333,-64.19753,1.44178,5.88938,5.88938,1.16654,1.36082,3.24845,0.80652,1.35587,0.80652,0.24845,0.51049,1.19349,2.26063,3.09076,3.51724,3.89844,4.74829,5.88938,481.57802,262.14399,583.94997,3.99186,4.1374,3.20878,6.90122,0.00779,-9.02146,22.19709,-0.00934,-0.85106,0.00829,-5.52431,0.08617,2.80723,0.00468,1023.73931,4.15535,253.21767,281.8836,270.29712,0.76581,-0.01907,-0.03863,-0.04559,-0.13757,0.25378,-0.06453,5.72915,3.14481,1.57253
1989-05-28,1989,5,28,0,12.4,12.4,1.54815,3.07326,9.4449,8.90559,2.59084,9.09509,2.59084,5.90559,0,0,1.475,4.04,10.615,12.0325,12.4,12.4,0,1.99048,-1.99048,-100,1.57526,6.62324,6.61273,1.63141,2.66149,2.85297,0.92036,2.65181,0.92036,-0.14703,0.12771,0.99404,2.75923,3.93536,4.6307,5.37853,6.22326,6.62324,343.67915,103.04553,411.64391,4.78523,6.74677,7.39108,6.77939,0.00747,-8.91408,20.35713,-0.02853,-1.46671,0.01257,-4.16459,0.08525,3.06954,0.03242,1019.54814,9.15852,252.98964,281.10648,269.89884,0.49679,-0.03906,-0.00524,0.00454,-0.50293,0.1173,0.02181,5.68321,3.1018,1.53309
1989-05-29,1989,5,29,0,15,15,1.27778,3.44945,11.89872,12.33449,3.26028,11.45802,3.26028,9.33449,0,0,0.6,2.28,11.43,14.265,15,15,2.96667,0.79524,2.17143,273.05389,1.52826,5.39014,5.39014,1.2726,1.61951,2.21156,0.35897,1.61362,0.35897,-0.78844,0.16629,1.51297,2.60865,3.10846,3.42857,3.83678,4.90299,5.39014,342.1416,212.54074,422.7153,4.31378,8.82796,8.69942,6.64308,0.00741,-9.8164,19.97369,-0.07089,-0.84875,0.01759,-4.71836,0.08597,1.98419,0.03104,1016.95235,9.30108,252.63014,280.17374,270.06137,0.4697,0.01446,0.02278,0.00354,0.07887,0.13843,-0.0484,5.65523,3.07395,1.50644
1989-05-30,1989,5,30,0,1.9,1.9,0.21852,0.48121,0.23157,7.2215,2.24766,0.22299,2.24766,4.2215,0,0,0,1.04,1.305,1.7775,1.9,1.9,0.26667,0.20476,0.0619,30.23256,0.10836,1.306,1.306,0.15782,0.02491,23.10508,3.76521,0.02482,3.76521,20.10508,0.01571,0.051,0.1429,0.25841,0.35836,0.49776,0.8954,1.306,406.66024,72.62263,448.17062,3.5705,5.20839,6.13055,7.16219,0.00647,-8.21956,17.2782,0.15464,-0.33117,0.00458,-5.11575,0.08463,2.45808,0.06204,1013.8967,7.91972,252.36197,282.07795,270.6367,0.41101,0.03785,0.04457,0.05377,0.16875,-0.11097,-0.0557,5.64474,3.06429,1.49291
1989-05-31,1989,5,31,0,6.6,6.6,0.75185,1.65445,2.73721,9.0409,2.65611,2.63583,2.65611,6.0409,0,0,0.675,2.42,5.665,6.4075,6.6,6.6,1.05,0.66667,0.38333,57.5,0.59547,2.84751,2.84474,0.67807,0.45978,3.9285,1.37868,0.45811,1.37868,0.9285,0.10882,0.25277,0.93334,1.69848,2.13972,2.36774,2.5756,2.84751,427.93669,64.87759,473.45665,3.37968,4.72063,6.8407,7.02848,0.00694,-7.92928,19.87029,0.06748,-0.11595,0.00526,-5.18197,0.08543,2.18122,-0.06041,1014.51557,8.32218,253.35343,282.58562,270.75424,0.91124,0.03702,0.01161,0.00319,0.26736,-0.02591,-0.25167,5.66249,3.07556,1.50049
1989-06-01,1989,6,1,0,7,7,1.20741,1.69659,2.8784,6.64665,1.9374,2.7718,1.9374,3.64665,0,0.7,1.625,2.88,5.3,6.65,7,7,1.03333,1.25714,-0.22381,-17.80303,0.88054,2.60295,2.51467,0.49028,0.24038,3.10154,0.70798,0.2395,0.70798,0.10154,0.53423,0.79903,1.16156,1.60551,1.8214,1.93368,2.18055,2.60295,515.19067,236.09698,626.43146,4.68709,7.4548,8.5794,6.75428,0.00817,-8.13962,23.50914,-0.0124,-0.03855,0.00759,-5.27955,0.0854,2.64249,0.01758,1016.31755,10.61954,254.37526,282.52491,271.0462,0.93065,0.02381,0.00579,-0.03428,0.17098,0.11688,-0.05538,5.68623,3.0927,1.51579
1989-06-02,1989,6,2,0,33.5,33.5,2.61481,7.27243,52.88823,13.66719,3.3416,50.92941,3.3416,10.66719,0,0,0.875,10.4,18.965,30.5075,33.5,33.5,5.71667,1.72857,3.9881,230.71625,0.59853,5.47126,5.39738,0.54047,0.29211,32.40118,4.2758,0.29105,4.2758,29.40118,0.28405,0.44938,0.74114,1.11087,1.45241,1.64562,2.85999,5.47126,832.02298,469.40488,984.80529,2.99604,5.17746,5.15725,6.90005,0.00857,-8.30412,24.06121,0.01625,-0.70449,0.00877,-5.08144,0.0864,1.77703,0.03623,1018.6805,5.09294,254.93743,283.78828,271.88144,0.80774,0.02621,0.02662,0.03038,0.14252,-0.37295,0.09714,5.72675,3.12581,1.54263
1989-06-03,1989,6,3,0,12.9,12.9,1.47407,2.74347,7.52661,12.37782,2.98369,7.24785,2.98369,9.37782,0,0.5,1.825,4.78,6.61,11.605,12.9,12.9,1.13333,1.57143,-0.4381,-27.87879,0.9668,2.24376,2.21913,0.56865,0.32336,1.92966,0.09074,0.32219,0.09074,-1.07034,0.44812,0.97125,1.43658,1.69657,1.82018,1.98306,2.18649,2.24376,639.71643,309.02937,789.13938,4.15098,4.0932,4.29517,7.01123,0.00829,-8.31802,23.86715,-0.0104,-0.29391,0.00449,-5.36531,0.08709,2.49445,0.02459,1018.79319,6.16644,255.24946,284.60716,272.30081,0.79479,0.03463,0.02877,0.01049,0.43777,0.16421,-0.08333,5.73739,3.13345,1.54725
1989-06-04,1989,6,4,0,13.3,13.3,1.94815,3.09073,9.55259,9.78117,2.74547,9.19879,2.74547,6.78117,0.325,1,1.7,4.1,11.005,12.8275,13.3,13.3,1.1,2.19048,-1.09048,-49.78261,3.03923,8.85278,8.69651,2.17784,4.74298,2.2928,0.58416,4.72573,0.58416,-0.7072,1.11781,2.46299,4.81211,5.98603,6.97228,7.69151,8.49654,8.85278,658.5885,522.82359,914.63459,4.80698,5.77672,5.5407,6.73007,0.00941,-9.2748,26.10667,0.0597,-0.30664,0.00713,-5.01916,0.08741,2.63062,-0.04516,1017.82711,8.18351,255.43394,283.60129,272.2623,1.05036,0.00095,-0.01685,-0.02055,0.09783,0.10799,0.12668,5.72037,3.11555,1.53205
1989-06-05,1989,6,5,0,5.4,5.4,1.27407,1.75359,3.07507,2.94232,1.13445,2.96118,1.13445,-0.05768,0,0.1,2.3,4.44,4.975,5.3125,5.4,5.4,2.8,0.8381,1.9619,234.09091,3.66373,11.50395,10.60589,2.07047,4.28684,4.33256,1.11317,4.27125,1.11317,1.33256,2.02432,3.24762,4.74612,6.40991,7.54467,9.2165,10.47464,11.50395,469.93856,411.75499,688.03689,4.6823,5.49136,5.62021,6.38713,0.00985,-9.99224,27.04666,-0.01854,0.18582,0.00628,-4.76485,0.08735,3.01644,0.02508,1015.65036,7.80717,256.27527,283.04351,272.47417,1.1276,0.00513,0.01919,0.02048,0.24148,-0.22126,-0.01309,5.70287,3.09177,1.509
1989-06-06,1989,6,6,0,10.3,10.3,2.73333,3.0918,9.55923,2.92678,0.99999,9.20519,0.99999,-0.07322,0,1.4,4.175,8.2,8.94,10.02,10.3,10.3,2.93333,2.67619,0.25714,9.60854,3.02695,10.07517,9.85577,1.97081,3.88409,4.7744,1.46582,3.86996,1.46582,1.7744,1.82049,2.37731,3.51216,6.18062,7.6349,8.60524,9.20863,10.07517,570.78452,380.33118,694.00481,5.52161,7.28421,11.24578,6.35352,0.00973,-11.07531,24.75508,0.0998,0.94142,0.01102,-4.79713,0.0855,3.18141,0.06351,1014.77142,12.42777,256.51014,283.20885,273.58181,0.74174,0.00386,0.01385,0.00699,-0.14528,0.21552,-0.21597,5.7085,3.09061,1.50315
1989-06-08,1989,6,8,0,8.4,8.4,0.54074,1.97197,3.88866,12.79222,3.38743,3.74464,3.38743,9.79222,0,0,0,0,6.53,8.015,8.4,8.4,2.43333,0,2.43333,NaN,0.59002,4.99466,4.99466,0.94353,0.89025,8.6105,2.35284,0.88702,2.35284,5.6105,0.00416,0.17101,0.77639,1.81572,2.8994,3.66086,4.30268,4.99466,917.66557,651.09191,1137.58588,2.63962,4.09285,5.13319,6.44028,0.01053,-10.05735,28.28307,-0.04723,-0.06528,0.01363,-4.82939,0.08632,2.27785,0.04384,1014.92658,5.17887,259.30767,286.67055,276.42715,0.69478,0.01038,0.01127,0.00418,0.17604,0.98991,-0.23357,5.77716,3.13253,1.52555
1989-06-09,1989,6,9,0,7,7,0.58148,1.4164,2.00618,16.91041,3.65624,1.93188,3.65624,13.91041,0,0,0.9,1.64,2.58,6.09,7,7,0.5,0.60476,-0.10476,-17.32283,1.08526,8.0208,8.0208,1.66052,2.75733,9.05041,2.48179,2.7473,2.48179,6.05041,0.01708,0.4969,1.29744,2.65915,5.17469,7.00948,7.79043,8.0208,874.00596,604.20301,1088.20065,2.2209,3.23094,3.52784,6.65392,0.0102,-9.35729,27.63263,0.01569,0.4012,0.00945,-4.93002,0.08625,2.0612,0.01752,1013.15354,4.25336,258.48762,286.68683,275.56826,0.76581,-0.00591,-0.00023,-0.02347,0.06983,0.10188,-0.01708,5.75014,3.1131,1.50935
